Athlete_Id,Goals,Assists,Sport_Id
151,13,9,6
158,7,12,6
159,7,2,6
167,5,3,6
165,2,4,6
157,3,2,6
154,2,1,6
160,2,1,6
170,0,3,6
150,1,0,6
156,1,0,6
168,1,0,6
153,0,1,6
155,0,1,6
163,0,0,6
161,0,0,6
173,0,0,6
149,0,0,6
169,0,0,6
164,0,0,6
152,0,0,6
166,0,0,6
148,0,0,6
171,0,0,6
